EL4X_81,set_EPO_450,Blé dur
EL4X_82,set_EPO_450,Blé dur
EL4X_83,set_EPO_450,Blé dur
EL4X_85,set_EPO_180,Blé dur
EL4X_86,set_EPO_450,Blé dur
EL4X_87,set_EPO_450,Blé dur
EL4X_88,set_EPO_450,Blé dur
EL4X_89,set_EPO_180,Blé dur
EL4X_9,set_EPO_180,Blé dur
EL4X_91,set_EPO_450,Blé dur
EL4X_92,set_EPO_180,Blé dur
EL4X_93,set_EPO_450,Blé dur
EL4X_94,set_EPO_180,Blé dur
EL4X_96,set_EPO_180,Blé dur
EL4X_99,set_EPO_180,Blé dur
GQ4X_1,set_EPO_450,Blé dur
GQ4X_10,set_EPO_180,Blé dur
GQ4X_105,set_EPO_450,Blé dur
GQ4X_11,set_EPO_450,Blé dur
GQ4X_111,set_EPO_450,Blé dur
GQ4X_112,set_EPO_180,Blé dur
GQ4X_113,set_EPO_450,Blé dur
GQ4X_116,set_EPO_180,Blé dur
GQ4X_119,set_EPO_180,Blé dur
GQ4X_123,set_EPO_450,Blé dur
GQ4X_126,set_EPO_180,Blé dur
GQ4X_128,set_EPO_450,Blé dur
GQ4X_129,set_EPO_450,Blé dur
GQ4X_133,set_EPO_450,Blé dur
GQ4X_134,set_EPO_450,Blé dur
GQ4X_136,set_EPO_450,Blé dur
GQ4X_137,set_EPO_450,Blé dur
GQ4X_138,set_EPO_180,Blé dur
GQ4X_139,set_EPO_180,Blé dur
GQ4X_140,set_EPO_180,Blé dur
GQ4X_142,set_EPO_450,Blé dur
GQ4X_144,set_EPO_450,Blé dur
GQ4X_147,set_EPO_450,Blé dur
GQ4X_149,set_EPO_180,Blé dur
GQ4X_15,set_EPO_450,Blé dur
GQ4X_150,set_EPO_450,Blé dur
GQ4X_151,set_EPO_450,Blé dur
GQ4X_154,set_EPO_450,Blé dur
GQ4X_157,set_EPO_450,Blé dur
GQ4X_159,set_EPO_450,Blé dur
GQ4X_160,set_EPO_450,Blé dur
GQ4X_161,set_EPO_450,Blé dur
GQ4X_162,set_EPO_450,Blé dur
GQ4X_163,set_EPO_450,Blé dur
GQ4X_164,set_EPO_450,Blé dur
GQ4X_166,set_EPO_180,Blé dur
GQ4X_168,set_EPO_450,Blé dur
GQ4X_171,set_EPO_450,Blé dur
GQ4X_172,set_EPO_450,Blé dur
GQ4X_174,set_EPO_450,Blé dur
GQ4X_175,set_EPO_180,Blé dur
GQ4X_177,set_EPO_450,Blé dur
GQ4X_186,set_EPO_450,Blé dur
GQ4X_189,set_EPO_180,Blé dur
GQ4X_19,set_EPO_450,Blé dur
GQ4X_190,set_EPO_450,Blé dur
GQ4X_23,set_EPO_450,Blé dur
GQ4X_24,set_EPO_450,Blé dur
GQ4X_26,set_EPO_450,Blé dur
GQ4X_33,set_EPO_450,Blé dur
GQ4X_4,set_EPO_180,Blé dur
GQ4X_43,set_EPO_450,Blé dur
GQ4X_44,set_EPO_450,Blé dur
GQ4X_46,set_EPO_450,Blé dur
GQ4X_5,set_EPO_180,Blé dur
GQ4X_58,set_EPO_450,Blé dur
GQ4X_66,set_EPO_450,Blé dur
GQ4X_67,set_EPO_180,Blé dur
GQ4X_71,set_EPO_450,Blé dur
GQ4X_75,set_EPO_180,Blé dur
GQ4X_76,set_EPO_180,Blé dur
GQ4X_80,set_EPO_450,Blé dur
GQ4X_82,set_EPO_180,Blé dur
GQ4X_83,set_EPO_180,Blé dur
GQ4X_86,set_EPO_450,Blé dur
GQ4X_91,set_EPO_180,Blé dur
GQ4X_95,set_EPO_180,Blé dur
GQ4X_98,set_EPO_450,Blé dur
